,0
164,"Whole Spices,Toor Dal,Other Dals,Moong Dal,Other Dals,Other Dals,Moong Dal,Urad Dal,Other Dals,Sugar,Other Flours,Raw Rice,Other Dals,Toor Dal,Whole Spices,Besan"
165,"Brinjals,Other Vegetables,Gourd & Cucumber,Other Dals,Other Dals,Bread,Other Dals,Raw Rice,Mustard Oils"
166,"Organic Flours,Root Vegetables,Beans,Beans,Organic Dals & Pulses,Organic Dals & Pulses,Sooji & Rava,Organic Masalas & Spices,Organic Rice & Rice Products,Organic Salt,Sugar & Jaggery,Organic F&V,Organic F&V"
167,"Banana,Vermicelli,Whole Spices,Ghee,Whole Spices,Sunflower Oils,Raisins,Cashews,Other Dry Fruits,Raw Rice,Namkeen,Namkeen,Whole Spices,Sugar Cubes"
168,"Root Vegetables,Moong Dal,Raw Rice,Health Drinks,Sugar,Other Oils,Cream Biscuits,Shaving Cream, Foam & Gels,Basmati Rice,Toilet Cleaners"
169,"Toor Dal,Raw Rice,Other Dals,Sugar,Mosquito Repellent,Sunflower Oils,Organic F&V,Other Spreads,Basmati Rice,Whole Spices"
170,"Root Vegetables,Other Vegetables,Avalakki / Poha,Sooji & Rava,Organic Dals & Pulses,Maida,Gourd & Cucumber,Sugar,Organic F&V"
171,"Moong Dal,Moong Dal,Whole Spices,Sooji & Rava,Raw Rice,Sugar,Ghee,Avalakki / Poha,Liquid Detergent,Raisins,Chilli & Soya Sauces,Other Sauces,Raisins,Other Dals,Other Dals"
172,"Banana,Rice Flour,Boiled Rice,Curd,Glucose, Marie & Milk Biscuits,Whole Spices,Whole Spices,Whole Spices,Raw Rice"
173,"Other Vegetables,Root Vegetables,Whole Spices,Urad Dal,Raw Rice,Sooji & Rava,Cashews,Whole Spices,Other Pooja Needs,Whole Spices,Whole Spices"
174,"Root Vegetables,Gourd & Cucumber,Whole Spices,Whole Spices,Bread,Gourd & Cucumber,Sooji & Rava,Sooji & Rava,Root Vegetables,Raisins,Other Dals,Whole Spices,Whole Spices,Other Dry Fruits,Whole Spices,Whole Spices"
175,"Sunflower Oils,Whole Spices,Whole Spices,Avalakki / Poha,Raw Peanuts,Rice Flour,Other Dals,Sugar,Whole Spices,Maida,Sooji & Rava,Sooji & Rava,Health Drinks,Rice Flour,Ghee,Sunflower Oils,Urad Dal,Cashews,Raw Rice,Whole Spices,Toor Dal"
176,"Other Dals,Sugar,Maida,Sunflower Oils,Other Rice Products,Boiled Rice,Raw Rice,Raw Rice"
177,"Namkeen,Whole Spices,Toor Dal,Moong Dal,Other Dals,Snacky Nuts,Raw Rice,Other Dals,Sunflower Oils"
178,"Exotic Vegetables,Beans,Besan,Maida,Sugar,Raisins,Cashews,Phenyles & Acids"
179,"Whole Spices,Moong Dal,Moong Dal,Whole Spices,Toor Dal,Raw Peanuts,Raw Rice,Other Dals,Sugar,Whole Spices,Maida,Sooji & Rava,Rice Flour,Besan,Other Dals,Sooji & Rava,Ghee,Jaggery,Avalakki / Poha,Basmati Rice,Other Dals,Other Dals,Other Dals,Whole Spices,Whole Spices"
180,"Sunflower Oils,Moong Dal,Whole Spices,Toor Dal,Whole Spices,Other Rice Products,Besan,Cream Biscuits,Hair Colors & Dyes,Other Dals,Other Dals"
181,"Whole Spices,Whole Spices,Sooji & Rava,Raw Peanuts,Urad Dal,Sooji & Rava,Health Drinks,Sooji & Rava,Jaggery,Other Pooja Needs,Basmati Rice,Agarbatti,Other Dals,Toor Dal"
182,"Sunflower Oils,Raw Peanuts,Whole Spices,Whole Spices,Moong Dal,Whole Spices,Rice Flour,Raw Rice,Other Dals,Sugar,Sooji & Rava,Maida,Urad Dal,Jaggery,Raisins,Cashews,Whole Spices,Toor Dal,Whole Spices,Powdered Spices"
183,"Bread,Other Dals,Organic Flours,Organic Dals & Pulses,Regular Pasta,Organic Masalas & Spices,Organic Masalas & Spices,Organic Dals & Pulses,Organic F&V"
184,"Raw Peanuts,Whole Spices,Maida,Besan,Other Flours,Avalakki / Poha,Vermicelli,Other Dals,Besan,Ice Creams & Desserts"
185,"Gourd & Cucumber,Urad Dal,Sooji & Rava,Cooking Paste,Boiled Rice,Whole Spices,Whole Spices,Ice Creams & Desserts"
186,"Other Vegetables,Brinjals,Other Vegetables,Gourd & Cucumber,Urad Dal,Sugar,Other Rice Products,Other Rice Products,Organic F&V"
187,"Root Vegetables,Beans,Brinjals,Root Vegetables,Beans,Other Dals,Banana,Whole Spices"
188,"Root Vegetables,Other Vegetables,Root Vegetables,Exotic Vegetables,Beans,Mosquito Repellent,Hand Wash,Toothpaste,Toilet Cleaners"
189,"Other Vegetables,Beans,Gourd & Cucumber,Toor Dal,Cooking Paste,Bread,Other Dals,Other Dals,Other Dals,Urad Dal,Brinjals,Yogurt & Lassi,Yogurt & Lassi,Yogurt & Lassi,Toilet Cleaners,Besan,Ice Creams & Desserts"
190,"Other Vegetables,Ground Coffee,Root Vegetables,Beans,Health Drinks,Avalakki / Poha,Banana,Health Drinks,Urad Dal,Honey,Raw Rice"
191,"Raw Peanuts,Whole Spices,Whole Spices,Sooji & Rava,Other Dals,Whole Spices,Raw Rice,Urad Dal,Jaggery,Sugar,Mosquito Repellent,Cream Biscuits,Health Drinks,Other Dry Fruits,Raisins,Cashews,Toothpaste"
192,"Raw Peanuts,Other Dals,Whole Spices,Urad Dal,Whole Spices,Sooji & Rava,Health Drinks,Jaggery,Other Dals,Sugar,Cakes,Raw Rice,Agarbatti,Toor Dal,Whole Spices"
193,"Root Vegetables,Banana,Moong Dal,Other Dals,Moong Dal,Other Dals,Organic F&V,Basmati Rice"
194,"Sunflower Oils,Other Vegetables,Brinjals,Moong Dal,Whole Spices,Other Dals,Sooji & Rava,Toor Dal,Urad Dal,Mosquito Repellent"
195,"Root Vegetables,Beans,Other Vegetables,Root Vegetables,Banana,Beans,Beans,Besan,Cakes,Other Sweets"
196,"Beans,Brinjals,Moong Dal,Moong Dal,Raw Rice,Namkeen,Ready Mix,Brinjals,Cooking Sauce,Organic F&V,Other Dals,Other Dals"
197,"Avalakki / Poha,Sooji & Rava,Other Dals,Raw Rice,Sugar,Other Dals,Whole Spices,Health Drinks,Besan"
198,"Raw Peanuts,Whole Spices,Sooji & Rava,Rice Flour,Other Dals,Urad Dal,Sooji & Rava,Sooji & Rava,Besan,Sunflower Oils,Avalakki / Poha,Other Flours,Health Drinks,Whole Spices"
199,"Other Dals,Avalakki / Poha,Sooji & Rava,Moong Dal,Raw Rice,Sugar,Besan,Maida,Sunflower Oils,Other Dals,Whole Spices,Toor Dal,Whole Spices,Other Dals"
200,"Other Vegetables,Exotic Vegetables,Beans,Root Vegetables,Exotic Vegetables,Sugar,Brinjals,Jaggery,Avalakki / Poha,Raisins,Besan"
201,"Moong Dal,Toor Dal,Sooji & Rava,Liquid Soaps & Bars,Maida,Raw Rice,Sugar,Jaggery,Cashews,Urad Dal,Yogurt & Lassi,Whole Spices,Curd"
202,"Beans,Namkeen,Whole Spices,Gourd & Cucumber,Brinjals,Namkeen,Brinjals,Namkeen"
203,"Root Vegetables,Other Vegetables,Gourd & Cucumber,Moong Dal,Urad Dal,Brinjals,Mango Juices,Toffee & Candy"
204,"Ground Coffee,Whole Spices,Whole Spices,Whole Spices,Toor Dal,Raw Peanuts,Moong Dal,Urad Dal,Whole Spices,Urad Dal,Whole Spices,Whole Spices,Boiled Rice,Other Dals,Whole Spices,Whole Spices,Whole Spices,Whole Spices"
205,"Root Vegetables,Other Vegetables,Root Vegetables,Brinjals,Yogurt & Lassi,Yogurt & Lassi,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Curd"
206,"Root Vegetables,Other Vegetables,Banana,Cooking Paste,Liquid Soaps & Bars,Gourd & Cucumber,Sugar,Mosquito Repellent"
207,"Gourd & Cucumber,Raw Peanuts,Moong Dal,Whole Spices,Sooji & Rava,Toor Dal,Maida,Raw Rice,Besan,Honey,Whole Spices,Whole Spices,Whole Spices"
208,"Root Vegetables,Other Vegetables,Root Vegetables,Banana,Brinjals,Beans,Raw Rice,Sugar,Cashews"
209,"Banana,Whole Spices,Sunflower Oils,Toor Dal,Urad Dal,Whole Spices,Whole Spices,Other Rice Products"
210,"Rice Flour,Liquid Soaps & Bars,Sugar,Sooji & Rava,Raw Rice,Namkeen,Namkeen,Exotic Vegetables,Toilet Cleaners"
211,"Other Vegetables,Beans,Raw Peanuts,Other Dals,Maida,Gourd & Cucumber,Other Dals,Brinjals,Yogurt & Lassi,Toor Dal"
212,"Raw Peanuts,Whole Spices,Cooking Paste,Avalakki / Poha,Sugar,Moong Dal,Urad Dal,Other Flours,Whole Spices,Sunflower Oils,Other Dals,Other Dals,Whole Spices,Whole Spices,Whole Spices,Whole Spices"
213,"Root Vegetables,Root Vegetables,Banana,Other Vegetables,Gourd & Cucumber,Beans,Beans,Mosquito Repellent"
214,"Root Vegetables,Other Vegetables,Beans,Beans,Raw Peanuts,Brinjals,Cooking Paste,Jaggery,Cooking Sauce,Glucose, Marie & Milk Biscuits"
215,"Ground Coffee,Vermicelli,Whole Spices,Toor Dal,Moong Dal,Other Dals,Sugar,Whole Spices,Sooji & Rava,Rice Flour,Urad Dal,Avalakki / Poha,Whole Spices,Sunflower Oils,Cashews,Toor Dal,Whole Spices,Whole Spices"
216,"Root Vegetables,Beans,Raw Peanuts,Moong Dal,Banana,Urad Dal,Organic F&V,Organic F&V,Raisins"
217,"Ground Coffee,Root Vegetables,Other Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Sooji & Rava,Organic F&V"
218,"Root Vegetables,Other Vegetables,Moong Dal,Avalakki / Poha,Beans,Gourd & Cucumber,Sooji & Rava,Raw Rice,Sugar,Ghee,Other Rice Products"
219,"Raw Peanuts,Sooji & Rava,Moong Dal,Sooji & Rava,Besan,Sunflower Oils,Urad Dal,Toor Dal"
220,"Whole Spices,Whole Spices,Raw Rice,Sugar,Avalakki / Poha,Shaving Blade & Razors,Phenyles & Acids,Liquid Soaps & Bars,Whole Spices,Whole Spices"
221,"Bread,Other Vegetables,Root Vegetables,Brinjals,Gourd & Cucumber,Other Dals,Whole Spices,Whole Spices,Other Dals,Mosquito Repellent,Other Dals,Toor Dal"
222,"Beans,Other Vegetables,Raw Rice,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
223,"Other Vegetables,Gourd & Cucumber,Other Dals,Raw Peanuts,Other Dals,Sugar,Besan,Other Dals,Toor Dal"
224,"Other Vegetables,Gourd & Cucumber,Whole Spices,Beans,Snacky Nuts,Sugar,Namkeen,Namkeen,Glucose, Marie & Milk Biscuits,Corn Snacks,Namkeen,Basmati Rice,Agarbatti"
225,"Other Vegetables,Basmati Rice,Root Vegetables,Raw Peanuts,Avalakki / Poha,Beans,Toor Dal,Avalakki / Poha,Cooking Paste,Cooking Paste,Shoe Polish,Whole Spices,Mustard Oils"
226,"Other Vegetables,Gourd & Cucumber,Whole Spices,Whole Spices,Urad Dal,Urad Dal,Whole Spices,Whole Spices"
227,"Sunflower Oils,Moong Dal,Moong Dal,Whole Spices,Avalakki / Poha,Raw Peanuts,Other Dals,Maida,Sooji & Rava,Urad Dal,Rice Flour,Jaggery,Chinese Noodles,Other Oils,Raw Rice,Instant Noodles,Raw Rice,Toor Dal,Whole Spices,Glucose, Marie & Milk Biscuits"
228,"Beans,Urad Dal,Basmati Rice,Chilli & Soya Sauces,Chinese Noodles,Cooking Sauce,Other Dals,Other Dals,Instant Noodles"
229,"Beans,Beans,Gourd & Cucumber,Moong Dal,Toor Dal,Other Flours,Other Dals,Other Dals,Organic F&V,Organic F&V,Other Dals"
230,"Namkeen,Besan,Sugar,Raw Rice,Ghee,Namkeen,Raisins,Cashews,Toor Dal,Other Dals"
231,"Other Vegetables,Beans,Gourd & Cucumber,Toor Dal,Cooking Paste,Other Dals,Sugar,Urad Dal,Brinjals,Other Insect Repellent,Other Dals,Besan"
232,"Root Vegetables,Root Vegetables,Beans,Maida,Cashews,Raisins,Basmati Rice,Whole Spices"
233,"Sunflower Oils,Toor Dal,Avalakki / Poha,Whole Spices,Sooji & Rava,Other Dals,Sugar,Cream Biscuits,Mosquito Repellent,Cream Biscuits,Avalakki / Poha,Other Dry Fruits,Other Dry Fruits,Cashews,Almonds,Raisins,Other Dry Fruits"
234,"Beans,Brinjals,Brinjals,Root Vegetables,Other Dals,Avalakki / Poha,Raw Peanuts,Other Dals,Urad Dal,Rice Flour,Other Flours,Other Rice Products,Toor Dal,Besan,Other Rice Products"
235,"Root Vegetables,Beans,Other Vegetables,Other Vegetables,Gourd & Cucumber,Vermicelli,Beans,Sooji & Rava,Sugar,Whole Spices,Toilet Cleaners,Besan"
236,"Ground Coffee,Whole Spices,Moong Dal,Whole Spices,Toor Dal,Moong Dal,Whole Spices,Sooji & Rava,Besan,Sunflower Oils,Sugar,Whole Spices,Cashews,Whole Spices,Toor Dal,Whole Spices,Whole Spices"
237,"Beans,Root Vegetables,Sooji & Rava,Other Rice Products,Sugar,Other Dals,Sooji & Rava,Other Flours,Jaggery,Other Oils,Avalakki / Poha,Ghee,Whole Spices"
238,"Other Vegetables,Brinjals,Other Vegetables,Root Vegetables,Banana,Beans,Beans,Organic F&V,Whole Spices"
239,"Sunflower Oils,Jaggery,Rice Flour,Other Dals,Regular Pasta,Jaggery,Mosquito Repellent,Health Drinks,Glucose, Marie & Milk Biscuits,Whole Spices"
240,"Whole Spices,Moong Dal,Avalakki / Poha,Raw Peanuts,Jaggery,Sunflower Oils,Cream Biscuits,Cashews,Toor Dal,Whole Spices"
241,"Ground Coffee,Whole Spices,Avalakki / Poha,Raw Peanuts,Moong Dal,Urad Dal,Raw Rice,Boiled Rice,Other Rice Products,Urad Dal,Cashews,Other Dals,Toor Dal,Whole Spices"
242,"Other Vegetables,Banana,Whole Spices,Whole Spices,Sooji & Rava,Raw Rice,Sugar,Ice Creams & Desserts,Whole Spices,Whole Spices"
243,"Root Vegetables,Beans,Raw Peanuts,Beans,Sugar,Sooji & Rava,Raw Rice,Rice Flour,Other Dals,Jaggery,Other Dals"
244,"Moong Dal,Other Dals,Other Dals,Toor Dal,Maida,Raw Rice,Other Dals,Urad Dal,Urad Dal,Sugar,Phenyles & Acids,Other Dals"
245,"Root Vegetables,Banana,Maida,Other Dals,Jaggery,Curd,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Instant Noodles"
246,"Gourd & Cucumber,Whole Spices,Toor Dal,Raw Peanuts,Bread,Gourd & Cucumber,Sugar,Whole Spices,Other Rice Products"
247,"Other Vegetables,Sunflower Oils,Ground Coffee,Root Vegetables,Other Vegetables,Banana,Gourd & Cucumber,Beans,Brinjals,Health Drinks,Organic F&V,Organic F&V"
248,"Other Vegetables,Health Drinks,Sunflower Oils,Maida,Sugar,Besan,Glucose, Marie & Milk Biscuits,Whole Spices,Other Rice Products"
249,"Other Vegetables,Root Vegetables,Brinjals,Beans,Whole Spices,Cooking Paste,Raw Rice,Sugar,Avalakki / Poha,Other Dals,Other Dals,Whole Spices"
250,"Toor Dal,Boiled Rice,Sunflower Oils,Raisins,Liquid Soaps & Bars,Liquid Soaps & Bars,Toilet Cleaners,Moong Dal"
251,"Bread,Root Vegetables,Other Vegetables,Whole Spices,Ghee,Other Dry Fruits,Whole Spices,Whole Spices,Whole Spices,Whole Spices"
252,"Moong Dal,Sunflower Oils,Gourd & Cucumber,Raw Rice,Maida,Basmati Rice,Yogurt & Lassi,Yogurt & Lassi"
253,"Root Vegetables,Root Vegetables,Banana,Gourd & Cucumber,Whole Spices,Sooji & Rava,Sugar,Mango Juices,Whole Spices,Wafers,Whole Spices"
254,"Root Vegetables,Other Vegetables,Brinjals,Beans,Banana,Beans,Gourd & Cucumber,Urad Dal,Gourd & Cucumber"
255,"Root Vegetables,Whole Spices,Whole Spices,Raw Rice,Organic Masalas & Spices,Whole Spices,Buns & Pavs,Phenyles & Acids,Agarbatti,Whole Spices,Other Pooja Needs,Whole Spices"
256,"Other Vegetables,Gourd & Cucumber,Beans,Root Vegetables,Beans,Sugar,Snacky Nuts,Raw Rice"
257,"Vermicelli,Whole Spices,Toor Dal,Other Dals,Whole Spices,Cashews,Shaving Blade & Razors,Toothpaste"
258,"Whole Spices,Rice Flour,Liquid Soaps & Bars,Raw Rice,Sooji & Rava,Other Rice Products,Sugar,Besan,Ground Coffee,Avalakki / Poha,Whole Spices,Sooji & Rava,Avalakki / Poha"
259,"Raw Peanuts,Whole Spices,Whole Spices,Toor Dal,Sooji & Rava,Moong Dal,Other Dals,Urad Dal,Sugar,Cream Biscuits,Cream Biscuits,Other Dals,Other Rice Products"
260,"Beans,Beans,Raw Peanuts,Whole Spices,Moong Dal,Gourd & Cucumber,Sugar,Urad Dal,Raw Rice,Toor Dal"
261,"Whole Spices,Avalakki / Poha,Raw Peanuts,Moong Dal,Sugar,Whole Spices,Sooji & Rava,Urad Dal,Other Flours,Sunflower Oils,Other Dals,Other Dals,Whole Spices,Whole Spices,Whole Spices"
262,"Whole Spices,Banana,Exotic Vegetables,Pasta & Noodles,Organic F&V,Organic F&V,Whole Spices,Ghee,Whole Spices"
263,"Bread,Beans,Brinjals,Other Vegetables,Other Dals,Gourd & Cucumber,Other Dals,Other Dals,Sunflower Oils,Cream Biscuits"
264,"Other Vegetables,Other Vegetables,Banana,Beans,Brinjals,Boiled Rice,Sugar,Ghee,Raw Rice,Mango Juices,Sunflower Oils"
265,"Ground Coffee,Raw Peanuts,Moong Dal,Toor Dal,Sooji & Rava,Raw Rice,Other Rice Products,Urad Dal,Sunflower Oils,Sugar,Agarbatti,Agarbatti"
266,"Other Vegetables,Sunflower Oils,Beans,Root Vegetables,Exotic Vegetables,Whole Spices,Boiled Rice,Urad Dal,Health Drinks,Raw Rice,Toor Dal"
267,"Bread,Other Vegetables,Root Vegetables,Beans,Gourd & Cucumber,Jaggery,Phenyles & Acids,Glucose, Marie & Milk Biscuits"
268,"Other Dals,Other Dals,Sugar,Other Dals,Maida,Toor Dal,Chilli & Soya Sauces,Chilli & Soya Sauces,Other Dals,Raw Rice"
269,"Moong Dal,Urad Dal,Other Dals,Sunflower Oils,Boiled Rice,Raw Rice,Toor Dal,Other Dals"
270,"Brinjals,Root Vegetables,Whole Spices,Toor Dal,Beans,Other Dals,Other Dals,Other Dals"
271,"Root Vegetables,Exotic Vegetables,Exotic Vegetables,Almonds,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
272,"Root Vegetables,Other Vegetables,Root Vegetables,Banana,Beans,Moong Dal,Moong Dal,Toor Dal,Urad Dal,Boiled Rice,Cakes,Cakes,Tomato Ketchup,Raw Rice,Curd"
273,"Other Vegetables,Root Vegetables,Whole Spices,Whole Spices,Beans,Bread,Sooji & Rava,Urad Dal,Cooking Sauce,Basmati Rice"
274,"Beans,Beans,Banana,Ready Mix,Almonds,Cooking Sauce,Organic F&V,Cashews,Organic F&V"
275,"Ground Coffee,Namkeen,Avalakki / Poha,Banana,Sooji & Rava,Jaggery,Ice Creams & Desserts,Namkeen,Snacky Nuts,Almonds,Other Sweets,Snacky Nuts,Ground Coffee,Namkeen,Snacky Nuts,Whole Spices,Ice Creams & Desserts"
276,"Other Vegetables,Banana,Whole Spices,Moong Dal,Other Dals,Moong Dal,Other Dals,Gourd & Cucumber,Organic Dals & Pulses,Yogurt & Lassi,Whole Spices"
277,"Beans,Brinjals,Snacky Nuts,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Other Dals,Liquid Soaps & Bars"
278,"Root Vegetables,Banana,Almonds,Other Dry Fruits,Organic F&V,Organic F&V,Organic F&V,Other Dry Fruits"
279,"Moong Dal,Urad Dal,Avalakki / Poha,Honey,Ground Coffee,Agarbatti,Whole Spices,Whole Spices,Powdered Spices,Whole Spices,Other Dals"
280,"Maida,Sooji & Rava,Urad Dal,Rice Flour,Besan,Jaggery,Organic Masalas & Spices,Almonds,Health Drinks,Other Dals,Whole Spices,Whole Spices,Whole Spices,Whole Spices"
281,"Root Vegetables,Other Vegetables,Gourd & Cucumber,Brinjals,Other Dals,Beans,Almonds,Other Dry Fruits,Moong Dal"
282,"Brinjals,Beans,Moong Dal,Moong Dal,Toor Dal,Urad Dal,Sooji & Rava,Sugar,Urad Dal,Boiled Rice,Almonds,Raw Rice,Other Dals,Other Dals"
283,"Exotic Vegetables,Exotic Vegetables,Other Vegetables,Brinjals,Root Vegetables,Banana,Beans,Phenyles & Acids,Ready Baking Mixes,Phenyles & Acids"
284,"Root Vegetables,Beans,Raw Peanuts,Whole Spices,Beans,Sunflower Oils,Cooking Paste,Whole Spices"
285,"Other Vegetables,Bread,Beans,Brinjals,Other Vegetables,Root Vegetables,Beans,Cream Biscuits,Chips,Phenyles & Acids,Snacky Nuts,Namkeen"
286,"Root Vegetables,Root Vegetables,Banana,Raw Peanuts,Moong Dal,Beans,Gourd & Cucumber,Toor Dal,Raisins,Cashews"
287,"Root Vegetables,Bread,Other Vegetables,Other Vegetables,Root Vegetables,Bread,Namkeen,Cream Biscuits,Namkeen"
288,"Root Vegetables,Raw Peanuts,Rice Flour,Other Dals,Jaggery,Raw Rice,Other Dals,Toothpaste"
289,"Toor Dal,Raw Peanuts,Moong Dal,Sugar,Urad Dal,Other Dals,Health Drinks,Instant Noodles"
290,"Other Vegetables,Namkeen,Namkeen,Sugar,Maida,Other Dals,Namkeen,Namkeen,Almonds,Cashews,Corn Snacks,Namkeen,Cream Biscuits,Glucose, Marie & Milk Biscuits,Toor Dal,Besan,Namkeen"
291,"Root Vegetables,Other Vegetables,Gourd & Cucumber,Beans,Other Dals,Other Dals,Cashews,Almonds,Raisins,Other Dals"
292,"Root Vegetables,Beans,Other Vegetables,Beans,Moong Dal,Toor Dal,Bread,Other Dals,Organic F&V,Namkeen"
293,"Root Vegetables,Root Vegetables,Urad Dal,Banana,Namkeen,Jaggery,Cream Biscuits,Raisins,Organic F&V,Moong Dal"
294,"Other Vegetables,Root Vegetables,Root Vegetables,Root Vegetables,Raw Peanuts,Toor Dal,Other Dals,Urad Dal,Besan,Other Dals,Ready Baking Mixes"
295,"Brinjals,Beans,Raw Peanuts,Toor Dal,Sooji & Rava,Other Dals,Gourd & Cucumber,Other Dals,Other Dals,Whole Spices"
296,"Whole Spices,Namkeen,Other Dals,Whole Spices,Toor Dal,Avalakki / Poha,Urad Dal,Boiled Rice,Sugar,Raw Rice,Raisins,Almonds,Health Drinks,Namkeen,Health Supplements,Whole Spices,Other Rice Products"
297,"Other Vegetables,Exotic Vegetables,Exotic Vegetables,Beans,Banana,Ghee,Chilli & Soya Sauces,Raisins,Cashews,Snacky Nuts"
298,"Root Vegetables,Brinjals,Other Vegetables,Other Dals,Whole Spices,Whole Spices,Other Dals,Whole Spices,Bread,Beans,Liquid Soaps & Bars,Urad Dal,Sooji & Rava,Sooji & Rava,Jaggery,Urad Dal,Cashews,Shoe Polish,Raisins,Whole Spices,Whole Spices,Whole Spices"
299,"Root Vegetables,Root Vegetables,Banana,Beans,Liquid Soaps & Bars,Urad Dal,Sooji & Rava,Sooji & Rava,Raw Rice,Other Rice Products,Jaggery,Beans,Avalakki / Poha,Raisins,Raisins,Organic F&V,Organic F&V,Organic F&V,Organic Flours,Toor Dal,Other Rice Products"
300,"Beans,Brinjals,Whole Spices,Whole Spices,Moong Dal,Urad Dal,Gourd & Cucumber,Brinjals,Cream Biscuits,Cream Biscuits,Whole Spices,Boiled Rice,Cream Biscuits"
301,"Banana,Gourd & Cucumber,Moong Dal,Moong Dal,Other Dals,Beans,Gourd & Cucumber,Besan,Ghee,Namkeen"
302,"Beans,Beans,Banana,Jaggery,Other Dals,Other Dals,Raisins,Glucose, Marie & Milk Biscuits"
303,"Root Vegetables,Other Vegetables,Other Vegetables,Banana,Beans,Gourd & Cucumber,Buns & Pavs,Regular Pasta,Whole Spices"
304,"Other Vegetables,Beans,Other Vegetables,Whole Spices,Toor Dal,Raw Rice,Sugar,Other Dals,Whole Spices"
305,"Bread,Brinjals,Beans,Beans,Gourd & Cucumber,Beans,Gourd & Cucumber,Chilli & Soya Sauces,Cooking Sauce"
306,"Raw Peanuts,Other Dals,Whole Spices,Moong Dal,Other Dals,Other Dals,Sooji & Rava,Urad Dal,Jaggery,Sugar,Other Dals,Boiled Rice,Raw Rice,Other Spreads,Toor Dal,Moong Dal"
307,"Other Vegetables,Banana,Beans,Sugar,Organic Salt,Sugar & Jaggery,Cooking Paste,Cooking Paste,Other Dry Fruits,Mosquito Repellent,Cooking Sauce"
308,"Brinjals,Other Vegetables,Beans,Gourd & Cucumber,Whole Spices,Gourd & Cucumber,Whole Spices,Organic F&V,Whole Spices"
309,"Other Vegetables,Other Vegetables,Banana,Beans,Raw Rice,Mosquito Repellent,Raw Rice,Yogurt & Lassi,Yogurt & Lassi"
310,"Bread,Root Vegetables,Raw Peanuts,Toor Dal,Gourd & Cucumber,Organic Dals & Pulses,Urad Dal,Phenyles & Acids,Mustard Oils"
311,"Gourd & Cucumber,Moong Dal,Other Dals,Other Dals,Glucose, Marie & Milk Biscuits,Namkeen,Almonds,Cream Biscuits,Namkeen,Curd"
312,"Root Vegetables,Other Vegetables,Beans,Other Dals,Toor Dal,Sooji & Rava,Snacky Nuts,Namkeen,Mustard Oils"
313,"Other Vegetables,Gourd & Cucumber,Beans,Gourd & Cucumber,Boiled Rice,Whole Spices,Avalakki / Poha,Organic F&V,Namkeen"
314,"Beans,Organic Flours,Root Vegetables,Organic Flours,Organic Flours,Organic F&V,Organic F&V,Organic F&V"
315,"Brinjals,Brinjals,Other Vegetables,Root Vegetables,Beans,Beans,Banana,Sunflower Oils,Toor Dal"
316,"Other Vegetables,Brinjals,Moong Dal,Avalakki / Poha,Sugar,Brinjals,Mosquito Repellent,Oats,Sugar Cubes"
317,"Moong Dal,Toor Dal,Vermicelli,Sooji & Rava,Sunflower Oils,Raw Rice,Sugar,Other Dals,Other Dals"
318,"Gourd & Cucumber,Liquid Soaps & Bars,Sugar,Sooji & Rava,Urad Dal,Other Rice Products,Toor Dal,Raw Rice"
319,"Root Vegetables,Brinjals,Gourd & Cucumber,Raw Peanuts,Moong Dal,Toor Dal,Organic Masalas & Spices,Brinjals,Almonds,Mustard Oils,Moong Dal"
320,"Whole Spices,Avalakki / Poha,Urad Dal,Sugar,Whole Spices,Sooji & Rava,Sooji & Rava,Sooji & Rava,Urad Dal,Whole Spices,Toor Dal"
321,"Root Vegetables,Brinjals,Root Vegetables,Raw Peanuts,Beans,Brinjals,Sugar,Sooji & Rava,Maida,Gourd & Cucumber"
322,"Root Vegetables,Other Vegetables,Root Vegetables,Brinjals,Brinjals,Namkeen,Cooking Paste,Namkeen"
323,"Beans,Moong Dal,Toor Dal,Moong Dal,Sugar,Organic Dals & Pulses,Regular Pasta,Brinjals,Other Flours,Almonds,Almonds,Liquid Soaps & Bars,Organic F&V"
